Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Delta_temp,Machine failure
295.7,306.3,1712,28.5,43,10.600000000000023,0
297.5,308.7,1363,53.6,194,11.199999999999989,0
297.8,307.3,1327,61.0,186,9.5,1
297.1,308.4,1304,53.5,153,11.299999999999955,0
301.2,309.9,1515,40.9,21,8.699999999999989,0
301.0,311.0,1402,55.3,98,10.0,0
298.2,308.3,2051,19.2,90,10.100000000000023,0
301.9,309.6,1385,45.8,217,7.7000000000000455,0
302.1,311.4,1446,39.7,95,9.299999999999955,0
300.1,309.3,1448,45.8,163,9.199999999999989,0
297.4,308.6,1324,59.1,118,11.200000000000045,0
300.1,309.5,1450,40.1,100,9.399999999999977,0
300.2,309.2,1431,51.3,57,9.0,0
299.1,310.1,1894,24.2,22,11.0,0
302.3,311.7,1486,39.6,147,9.399999999999977,0
301.7,311.2,1563,34.5,139,9.5,0
302.5,311.9,1520,44.9,94,9.399999999999977,0
295.6,306.1,1490,42.7,171,10.5,0
298.8,309.7,1448,44.8,31,10.899999999999977,0
303.5,312.6,1405,51.6,62,9.100000000000023,0
302.1,310.5,1559,36.0,124,8.399999999999977,0
302.4,311.1,1443,51.8,178,8.700000000000045,0
302.6,311.0,1369,60.0,93,8.399999999999977,1
298.1,308.2,1390,47.5,33,10.099999999999966,0
300.6,309.4,1552,36.4,113,8.799999999999955,0
301.5,310.8,1628,36.4,167,9.300000000000011,0
301.6,310.6,1400,49.5,211,9.0,0
299.3,310.5,1818,26.0,102,11.199999999999989,0
298.8,310.3,1573,41.8,91,11.5,0
301.3,311.0,1402,47.5,197,9.699999999999989,0
301.4,310.0,1651,29.8,44,8.600000000000023,0
301.4,310.6,1431,40.6,101,9.200000000000045,0
301.0,311.4,1478,39.5,75,10.399999999999977,0
296.9,307.7,1550,39.7,124,10.800000000000011,0
302.1,311.3,1634,30.6,50,9.199999999999989,0
300.0,309.3,2293,16.3,170,9.300000000000011,0
300.3,311.6,1374,47.4,197,11.300000000000011,0
297.8,307.3,1438,44.5,3,9.5,0
300.0,310.4,1881,21.9,102,10.399999999999977,0
300.2,311.7,1553,41.3,44,11.5,0
298.4,309.5,1344,45.3,122,11.100000000000023,0
298.0,308.2,1442,44.1,204,10.199999999999989,0
296.2,307.0,1542,40.6,28,10.800000000000011,0
299.9,309.3,1471,41.8,109,9.400000000000034,0
299.8,309.5,1739,27.5,128,9.699999999999989,0
297.2,308.6,1498,44.4,9,11.400000000000034,0
301.3,310.6,1529,41.8,176,9.300000000000011,0
300.3,311.6,1359,54.1,81,11.300000000000011,0
302.0,310.5,1567,36.1,124,8.5,0
299.2,308.4,1711,28.9,197,9.199999999999989,0
298.8,308.4,1484,39.2,8,9.599999999999966,0
297.6,308.6,1529,45.3,15,11.0,0
298.7,308.5,1660,27.0,50,9.800000000000011,0
300.8,310.7,1386,42.1,170,9.899999999999977,0
300.0,309.1,1624,30.8,155,9.100000000000023,0
301.4,311.0,1533,45.8,125,9.600000000000023,0
302.9,311.1,1926,21.8,58,8.200000000000045,0
299.8,309.1,1268,58.0,90,9.300000000000011,0
297.5,309.3,1459,49.7,201,11.800000000000011,0
300.8,310.4,1288,64.0,3,9.599999999999966,0
297.2,308.6,1366,50.4,74,11.400000000000034,0
302.3,310.9,1529,33.4,62,8.599999999999966,0
297.5,308.4,1723,27.3,67,10.899999999999977,0
299.0,308.8,1418,45.7,204,9.800000000000011,0
303.4,312.3,1663,33.9,78,8.900000000000034,0
302.6,312.2,1458,38.8,34,9.599999999999966,0
298.8,308.6,1449,49.4,150,9.800000000000011,0
299.0,309.4,1693,30.1,84,10.399999999999977,0
302.2,311.2,1630,36.0,169,9.0,0
298.8,309.8,1509,36.2,57,11.0,0
297.6,308.7,1319,50.9,141,11.099999999999966,0
300.4,309.5,1711,29.2,215,9.100000000000023,0
303.5,311.5,1629,33.5,73,8.0,0
300.5,309.9,1780,26.5,101,9.399999999999977,0
297.7,307.2,1429,44.1,26,9.5,0
304.0,313.1,1388,53.2,91,9.100000000000023,0
298.5,309.4,1560,37.9,37,10.899999999999977,0
298.7,309.7,1868,23.8,118,11.0,0
297.6,308.8,1416,45.9,101,11.199999999999989,0
302.5,310.4,1487,40.2,48,7.899999999999977,0
301.8,311.0,1756,26.7,33,9.199999999999989,0
299.6,310.9,1533,31.8,91,11.299999999999955,0
300.5,309.9,1343,63.7,124,9.399999999999977,0
297.5,308.2,1489,40.7,141,10.699999999999989,0
299.3,310.7,1374,48.9,222,11.399999999999977,0
302.5,311.6,1400,54.0,196,9.100000000000023,0
300.0,309.3,1395,56.5,122,9.300000000000011,0
302.0,310.6,1467,44.9,86,8.600000000000023,0
299.6,310.8,1393,49.9,78,11.199999999999989,0
298.8,308.5,1446,37.0,11,9.699999999999989,0
302.2,310.7,1769,24.9,91,8.5,0
301.3,310.6,1440,53.8,90,9.300000000000011,0
301.0,310.1,1454,44.1,217,9.100000000000023,0
298.8,308.7,1450,43.4,66,9.899999999999977,0
302.6,310.3,1642,33.2,82,7.699999999999989,0
301.0,309.6,1397,48.0,135,8.600000000000023,0
302.3,311.7,1341,46.3,194,9.399999999999977,0
302.6,312.4,1410,50.3,33,9.799999999999955,0
301.2,312.3,1528,38.4,85,11.100000000000023,0
302.2,311.3,1658,31.0,2,9.100000000000023,0
301.0,310.9,1575,34.6,150,9.899999999999977,0
301.7,310.8,1502,34.4,157,9.100000000000023,0
298.4,308.5,1741,32.8,112,10.100000000000023,0
298.0,307.8,1386,57.3,147,9.800000000000011,0
300.5,311.9,1383,50.5,35,11.399999999999977,0
300.3,309.6,1568,39.6,85,9.300000000000011,0
301.5,310.5,1587,33.8,57,9.0,0
300.5,309.9,1382,46.5,134,9.399999999999977,0
298.9,310.1,1944,23.4,192,11.200000000000045,0
297.4,309.4,1466,45.5,53,12.0,0
303.0,311.3,1365,56.2,146,8.300000000000011,1
299.8,311.2,1533,35.9,137,11.399999999999977,0
298.2,307.9,1847,23.6,69,9.699999999999989,0
298.1,308.1,1410,45.8,71,10.0,0
303.1,312.6,1514,42.1,138,9.5,0
299.1,308.3,1559,33.7,30,9.199999999999989,0
297.4,309.2,1459,37.9,191,11.800000000000011,0
300.6,310.6,1427,52.8,75,10.0,0
300.5,311.6,1525,37.6,191,11.100000000000023,0
298.6,309.8,2271,16.2,218,11.199999999999989,1
300.6,310.5,1454,51.2,58,9.899999999999977,0
302.9,312.3,1426,44.7,157,9.400000000000034,0
302.6,311.8,1638,35.1,17,9.199999999999989,0
302.2,311.2,1451,41.8,66,9.0,0
298.9,310.2,2737,8.8,142,11.300000000000011,1
299.0,308.9,1511,35.9,16,9.899999999999977,0
302.7,310.6,1349,51.2,6,7.900000000000034,1
301.5,310.7,1347,47.9,29,9.199999999999989,0
299.3,309.0,1419,46.6,158,9.699999999999989,0
302.4,311.4,1534,40.1,41,9.0,0
301.7,311.0,1311,55.8,39,9.300000000000011,0
299.2,308.5,1342,47.5,147,9.300000000000011,0
300.7,311.8,1478,41.9,207,11.100000000000023,0
304.3,313.6,1585,32.1,202,9.300000000000011,0
300.6,309.9,1428,48.8,109,9.299999999999955,0
301.3,310.6,1451,47.5,42,9.300000000000011,0
298.9,309.9,1500,44.2,115,11.0,0
300.4,309.3,1467,40.3,166,8.900000000000034,0
301.9,309.7,1424,42.8,140,7.800000000000011,0
303.3,312.7,1262,63.8,100,9.399999999999977,0
300.0,309.1,1882,23.8,84,9.100000000000023,0
298.1,308.7,1683,29.1,161,10.599999999999966,0
300.8,310.9,1398,38.2,50,10.099999999999966,0
301.2,310.7,1615,34.9,95,9.5,0
302.7,310.5,1398,47.3,70,7.800000000000011,0
302.4,311.9,1578,29.9,44,9.5,0
300.4,310.0,1282,66.1,40,9.600000000000023,0
300.3,309.1,1368,46.0,171,8.800000000000011,0
302.0,311.0,1632,34.2,18,9.0,0
297.5,308.6,1452,39.0,72,11.100000000000023,0
299.8,310.9,1427,47.2,168,11.099999999999966,0
297.4,308.8,1467,39.0,128,11.400000000000034,0
300.6,310.4,1608,39.2,221,9.799999999999955,0
299.9,310.9,1292,51.1,173,11.0,0
303.5,312.9,1332,52.9,66,9.399999999999977,0
298.4,308.6,1433,47.1,101,10.200000000000045,0
298.8,308.3,1634,27.9,12,9.5,0
298.6,309.5,1483,43.2,92,10.899999999999977,0
299.2,308.5,1378,53.4,100,9.300000000000011,0
297.3,308.8,1499,44.2,134,11.5,0
300.6,310.3,1920,22.3,223,9.699999999999989,0
300.2,309.5,1417,41.1,129,9.300000000000011,0
297.4,308.6,1609,36.2,116,11.200000000000045,0
301.6,310.9,1623,34.1,56,9.299999999999955,0
300.6,310.2,1378,47.3,71,9.599999999999966,0
300.4,311.7,1832,24.2,179,11.300000000000011,0
300.4,311.8,1272,59.2,198,11.400000000000034,1
300.2,309.1,1406,42.2,40,8.900000000000034,0
298.2,307.8,2029,19.9,96,9.600000000000023,0
302.2,310.8,1438,41.4,66,8.600000000000023,0
299.2,308.4,1667,29.0,199,9.199999999999989,0
297.0,308.1,1507,43.1,51,11.100000000000023,0
302.9,312.3,1889,22.8,148,9.400000000000034,0
304.0,312.9,1313,53.9,202,8.899999999999977,0
300.8,311.9,1414,41.1,171,11.099999999999966,0
299.7,311.0,1827,25.4,194,11.300000000000011,0
299.7,311.1,1353,47.1,143,11.400000000000034,0
300.5,310.6,1368,49.6,10,10.100000000000023,0
298.3,309.6,1531,40.1,81,11.300000000000011,0
302.2,310.6,1346,49.2,134,8.400000000000034,1
297.7,308.1,1697,29.1,179,10.400000000000034,0
300.7,312.3,1670,27.3,81,11.600000000000023,0
300.7,309.8,1490,38.8,173,9.100000000000023,0
300.0,311.3,1629,32.1,55,11.300000000000011,0
301.7,309.9,1317,49.0,187,8.199999999999989,1
300.8,311.7,1655,32.2,12,10.899999999999977,0
303.5,311.6,1573,34.0,134,8.100000000000023,0
297.2,308.5,1364,55.6,163,11.300000000000011,0
297.9,308.1,1585,33.5,212,10.200000000000045,0
300.9,311.3,1613,32.7,170,10.400000000000034,0
300.6,310.6,1454,39.7,67,10.0,0
298.6,309.6,1563,35.0,21,11.0,0
301.3,310.6,1416,45.2,88,9.300000000000011,0
300.2,309.7,1408,44.0,144,9.5,0
297.2,308.3,1796,23.8,61,11.100000000000023,0
302.5,311.4,1409,53.1,126,8.899999999999977,0
300.6,310.9,1433,42.6,101,10.299999999999955,0
298.8,309.9,1550,38.8,53,11.099999999999966,0
299.7,309.2,1572,32.8,142,9.5,0
299.4,310.7,1426,45.7,213,11.300000000000011,0
301.9,310.9,1763,28.4,103,9.0,0
297.5,309.2,1715,28.0,30,11.699999999999989,0
300.5,309.7,1841,24.6,143,9.199999999999989,0
299.4,308.6,1746,26.8,107,9.200000000000045,0
297.1,307.8,1406,60.4,133,10.699999999999989,0
303.9,313.1,1310,62.9,130,9.200000000000045,0
298.4,307.7,1626,31.1,166,9.300000000000011,0
302.5,311.2,1545,40.1,165,8.699999999999989,0
300.9,310.8,1402,48.1,22,9.900000000000034,0
300.4,309.9,1567,36.5,72,9.5,0
302.0,309.7,1414,36.3,209,7.699999999999989,0
295.6,306.0,1363,50.0,14,10.399999999999977,0
303.1,311.2,1399,49.2,111,8.099999999999966,0
304.2,313.6,1512,33.4,146,9.400000000000034,0
301.7,311.1,1618,36.7,115,9.400000000000034,0
300.0,310.5,1606,33.5,135,10.5,0
300.1,309.4,1559,39.7,24,9.299999999999955,0
300.7,310.6,1407,40.5,87,9.900000000000034,0
300.4,311.7,1511,33.0,200,11.300000000000011,0
300.5,309.7,1341,50.9,137,9.199999999999989,0
297.4,309.4,1296,52.3,96,12.0,0
298.8,309.7,1499,40.3,154,10.899999999999977,0
299.3,310.4,1548,41.6,25,11.099999999999966,0
297.4,309.0,1505,39.2,209,11.600000000000023,0
298.8,309.7,1740,28.5,152,10.899999999999977,0
300.6,310.7,1397,53.7,80,10.099999999999966,0
301.9,311.0,1384,47.4,121,9.100000000000023,0
297.4,308.5,1569,34.2,72,11.100000000000023,0
301.5,311.1,1402,40.0,94,9.600000000000023,0
302.5,311.9,1306,59.7,172,9.399999999999977,0
300.2,311.0,2370,14.7,144,10.800000000000011,0
302.6,311.5,1885,27.5,147,8.899999999999977,0
301.4,310.8,1362,53.2,4,9.400000000000034,0
301.3,310.7,1391,52.5,61,9.399999999999977,0
298.5,309.3,1623,33.1,109,10.800000000000011,0
301.4,310.5,1571,33.9,208,9.100000000000023,0
302.2,310.1,1368,51.6,12,7.900000000000034,1
300.5,311.1,1547,37.2,7,10.600000000000023,0
301.1,309.8,1519,39.6,167,8.699999999999989,0
302.5,312.0,1642,29.1,46,9.5,0
303.3,311.6,1484,44.6,223,8.300000000000011,0
300.7,309.6,1421,49.8,165,8.900000000000034,0
301.4,310.8,1610,34.6,187,9.400000000000034,0
300.2,309.8,1374,47.7,8,9.600000000000023,0
299.1,310.6,1397,49.5,165,11.5,0
297.4,308.8,1359,48.7,220,11.400000000000034,0
297.4,308.6,1604,32.8,85,11.200000000000045,0
296.2,307.2,1552,34.8,8,11.0,0
298.3,309.1,1404,47.0,15,10.800000000000011,0
299.7,309.6,1433,49.6,129,9.900000000000034,0
301.3,310.4,1507,39.1,194,9.099999999999966,0
300.6,310.5,1570,38.3,14,9.899999999999977,0
297.8,307.7,1505,39.7,25,9.899999999999977,0
301.0,310.7,1455,46.1,103,9.699999999999989,0
298.9,309.8,1947,21.7,105,10.900000000000034,0
303.8,313.0,1633,32.9,207,9.199999999999989,0
298.0,308.1,1403,44.8,148,10.100000000000023,0
304.0,313.0,2354,15.0,117,9.0,0
298.9,310.2,1498,50.2,160,11.300000000000011,0
298.1,307.4,1335,56.2,190,9.299999999999955,0
298.5,309.7,1437,42.6,120,11.199999999999989,0
299.5,309.3,1409,44.7,46,9.800000000000011,0
301.8,310.3,1765,27.3,29,8.5,0
300.8,310.7,1452,43.0,139,9.899999999999977,0
300.7,310.7,1416,40.4,214,10.0,0
298.4,309.4,1512,35.3,51,11.0,0
299.2,308.7,1325,51.0,171,9.5,0
302.9,312.2,1292,54.4,136,9.300000000000011,0
301.9,310.9,1483,37.0,35,9.0,0
297.4,308.2,1297,52.1,211,10.800000000000011,0
299.9,309.2,1683,30.5,13,9.300000000000011,0
303.0,312.5,1602,33.7,135,9.5,0
297.8,308.5,1466,44.7,88,10.699999999999989,0
301.0,310.5,1317,50.9,75,9.5,0
297.9,308.4,1637,34.5,191,10.5,0
303.7,311.9,1561,33.3,153,8.199999999999989,0
296.3,307.3,1398,52.7,31,11.0,0
301.9,311.3,1501,40.8,59,9.400000000000034,0
300.3,311.4,1318,52.7,13,11.099999999999966,0
299.4,309.2,1433,42.1,22,9.800000000000011,0
301.5,310.9,1400,50.8,2,9.399999999999977,0
300.8,310.7,1525,39.4,175,9.899999999999977,0
297.9,308.9,1566,41.9,50,11.0,0
297.1,307.9,1420,39.8,192,10.799999999999955,0
298.0,307.6,1792,26.0,119,9.600000000000023,0
302.6,310.6,1549,37.5,199,8.0,0
297.8,309.1,1424,45.5,2,11.300000000000011,0
301.5,310.7,1871,21.3,152,9.199999999999989,0
301.5,310.6,1424,47.0,26,9.100000000000023,0
300.3,311.7,1374,47.9,222,11.399999999999977,1
298.8,308.7,1445,48.5,70,9.899999999999977,0
302.2,310.8,1408,46.8,49,8.600000000000023,0
303.3,311.8,1489,49.4,64,8.5,0
303.9,312.7,1401,50.0,129,8.800000000000011,0
297.7,308.9,1575,39.9,12,11.199999999999989,0
301.0,310.9,1828,25.1,166,9.899999999999977,0
298.2,308.4,1452,43.5,158,10.199999999999989,0
297.4,308.5,2100,16.9,176,11.100000000000023,0
303.0,311.1,1526,37.3,176,8.100000000000023,0
298.5,309.3,1615,31.8,23,10.800000000000011,0
299.8,309.9,1553,36.6,157,10.099999999999966,0
299.6,309.2,1422,39.8,219,9.599999999999966,0
300.2,311.8,1798,23.2,210,11.600000000000023,0
300.6,311.0,1401,54.6,94,10.399999999999977,0
303.1,311.2,1628,35.2,23,8.099999999999966,0
299.5,310.7,1488,39.5,95,11.199999999999989,0
298.0,307.6,1301,58.5,155,9.600000000000023,0
303.1,312.7,1353,51.8,97,9.599999999999966,0
298.3,309.1,1904,20.3,140,10.800000000000011,0
302.0,310.6,1563,41.0,184,8.600000000000023,0
303.3,311.4,1692,27.9,55,8.099999999999966,0
297.7,309.0,1433,41.8,16,11.300000000000011,0
299.2,310.4,1502,39.8,34,11.199999999999989,0
300.6,312.1,1293,52.3,49,11.5,0
301.5,310.6,1447,41.9,140,9.100000000000023,0
302.3,311.7,1648,32.1,197,9.399999999999977,0
299.5,310.0,1594,35.1,54,10.5,0
301.7,310.2,1331,61.2,47,8.5,1
299.1,310.0,1367,56.3,203,10.899999999999977,1
297.8,309.2,1400,56.9,34,11.399999999999977,0
301.5,310.6,1405,42.3,83,9.100000000000023,0
302.6,312.2,1695,27.1,32,9.599999999999966,0
296.5,307.6,1607,33.5,104,11.100000000000023,0
301.7,310.6,1505,44.5,146,8.900000000000034,0
299.3,308.5,1404,49.4,93,9.199999999999989,0
302.4,311.1,1484,45.9,169,8.700000000000045,0
302.6,310.9,1331,52.0,154,8.299999999999955,1
296.0,306.7,1416,44.2,46,10.699999999999989,0
298.8,308.9,1402,37.9,2,10.099999999999966,0
297.4,308.0,1440,42.4,190,10.600000000000023,0
302.3,311.5,1530,37.8,57,9.199999999999989,0
303.6,312.4,1781,28.7,124,8.799999999999955,0
298.9,309.0,1812,25.9,174,10.100000000000023,0
299.4,310.5,1514,36.1,169,11.100000000000023,0
298.2,308.2,1436,50.2,43,10.0,0
301.0,310.6,1366,50.6,106,9.600000000000023,0
296.1,306.9,1541,32.6,33,10.799999999999955,0
299.8,309.4,1633,27.5,29,9.599999999999966,0
297.1,308.6,1717,31.3,61,11.5,0
295.5,305.9,1542,36.2,12,10.399999999999977,0
302.5,310.2,1307,54.0,86,7.699999999999989,1
299.0,310.3,1577,40.0,181,11.300000000000011,0
300.0,309.1,1465,40.6,9,9.100000000000023,0
298.9,308.7,1564,34.1,99,9.800000000000011,0
300.7,309.6,1541,34.6,131,8.900000000000034,0
297.5,308.8,1309,57.3,0,11.300000000000011,0
297.3,308.5,1710,27.7,138,11.199999999999989,0
297.5,308.4,1350,52.2,157,10.899999999999977,0
300.2,311.6,1751,28.0,162,11.400000000000034,0
302.5,310.9,1624,34.4,146,8.399999999999977,0
299.2,310.5,1391,45.8,38,11.300000000000011,0
303.5,312.3,1404,48.6,193,8.800000000000011,0
302.8,312.4,1392,46.2,70,9.599999999999966,0
301.9,310.8,1906,21.7,62,8.900000000000034,0
302.0,310.9,1558,45.3,193,8.899999999999977,0
296.9,307.8,1425,49.1,163,10.900000000000034,0
302.2,311.7,1653,31.4,2,9.5,0
299.8,309.6,1447,43.1,12,9.800000000000011,0
300.7,310.2,1479,52.3,9,9.5,0
301.9,311.0,1289,54.9,128,9.100000000000023,0
302.6,312.3,1647,31.8,52,9.699999999999989,0
302.4,310.1,1429,43.7,104,7.7000000000000455,0
302.5,311.3,1393,47.5,130,8.800000000000011,0
299.0,309.0,1575,35.3,47,10.0,0
299.9,309.6,1364,44.4,20,9.700000000000045,0
298.2,309.1,1411,45.8,157,10.900000000000034,0
301.6,310.9,1419,50.2,51,9.299999999999955,0
298.9,309.9,1365,46.5,75,11.0,0
298.7,308.5,1360,52.9,69,9.800000000000011,0
303.8,312.9,1570,35.8,147,9.099999999999966,0
300.7,311.9,1657,30.9,116,11.199999999999989,0
295.6,306.1,1474,41.2,156,10.5,0
296.8,308.0,1311,58.6,19,11.199999999999989,0
298.8,308.5,1425,47.4,90,9.699999999999989,0
300.8,309.5,1481,44.5,49,8.699999999999989,0
298.3,308.4,1593,37.0,174,10.099999999999966,0
298.8,309.1,1477,42.4,158,10.300000000000011,0
301.7,310.1,1462,38.3,49,8.400000000000034,0
298.5,308.7,1609,35.3,117,10.199999999999989,0
297.2,308.3,1693,28.0,188,11.100000000000023,0
301.7,311.0,1441,44.3,208,9.300000000000011,1
304.0,313.2,1500,40.6,124,9.199999999999989,0
303.1,311.2,1626,32.3,21,8.099999999999966,0
301.8,310.9,1358,52.3,56,9.099999999999966,0
301.0,310.4,1665,30.9,177,9.399999999999977,0
298.4,309.2,1491,51.2,13,10.800000000000011,0
298.9,310.1,1452,49.9,187,11.200000000000045,0
302.6,311.0,1589,39.0,122,8.399999999999977,0
297.9,307.7,1464,43.2,97,9.800000000000011,0
299.0,308.6,1329,60.5,120,9.600000000000023,0
304.3,313.5,1525,42.0,2,9.199999999999989,0
300.5,309.3,1578,30.5,34,8.800000000000011,0
297.5,308.2,1610,33.6,115,10.699999999999989,0
303.4,311.7,1673,32.2,166,8.300000000000011,0
297.4,309.1,1478,49.8,150,11.700000000000045,0
301.6,310.6,1431,37.5,137,9.0,0
301.7,310.6,1876,22.1,99,8.900000000000034,0
300.0,309.0,1368,45.8,81,9.0,0
298.0,307.9,1482,37.8,132,9.899999999999977,0
302.4,311.1,1880,24.5,156,8.700000000000045,0
296.8,307.4,1472,43.9,30,10.599999999999966,0
301.3,310.6,1521,36.3,166,9.300000000000011,0
297.6,308.7,1460,46.7,150,11.099999999999966,0
301.4,310.9,1414,38.8,162,9.5,0
300.8,312.1,1527,35.1,164,11.300000000000011,0
301.8,311.2,1451,39.4,70,9.399999999999977,0
297.6,308.1,1437,46.3,149,10.5,0
300.5,309.7,1685,29.4,140,9.199999999999989,0
297.1,308.6,1442,37.1,59,11.5,0
298.2,308.8,1645,28.2,58,10.600000000000023,0
300.5,309.3,1475,46.8,94,8.800000000000011,0
297.5,308.6,1694,27.1,36,11.100000000000023,0
304.1,313.2,1586,41.1,129,9.099999999999966,0
303.5,312.3,1584,35.2,74,8.800000000000011,0
303.7,312.4,1702,31.2,144,8.699999999999989,0
297.6,309.2,1390,43.3,221,11.599999999999966,0
300.7,310.2,1642,32.6,26,9.5,0
302.6,310.4,1514,42.7,75,7.7999999999999545,0
298.2,308.7,1436,49.1,26,10.5,0
298.3,308.6,1589,37.1,137,10.300000000000011,0
302.1,310.8,1596,37.1,43,8.699999999999989,0
303.4,312.2,1615,35.7,56,8.800000000000011,0
298.8,309.8,1437,48.2,164,11.0,0
304.0,313.0,1575,34.5,92,9.0,0
298.1,309.0,1976,19.3,158,10.899999999999977,0
300.1,311.7,1503,42.6,208,11.599999999999966,0
301.5,310.5,2289,16.4,112,9.0,0
298.9,308.5,1429,55.1,140,9.600000000000023,0
304.0,313.0,1350,61.1,88,9.0,0
297.4,308.7,1323,51.1,130,11.300000000000011,0
298.2,307.9,1313,67.3,67,9.699999999999989,1
300.3,309.9,1527,41.4,2,9.599999999999966,0
299.1,308.6,1441,36.2,169,9.5,0
295.9,306.6,1412,41.0,109,10.700000000000045,0
300.2,310.0,1389,53.6,184,9.800000000000011,0
299.8,309.4,2256,15.9,201,9.599999999999966,0
297.6,308.1,1379,57.4,122,10.5,0
301.1,311.1,1889,23.8,170,10.0,0
302.3,311.8,1433,50.3,183,9.5,0
300.8,309.7,1519,39.7,16,8.899999999999977,0
